id,retweetCount,replyCount,likeCount,quoteCount,viewCount,createdAt,bookmarkCount,author,tweet_length,clean_text,topic,text
2058225401722495174,0,0,0,0,4,2026-05-23,0,RizaldiAdi_,67,rupiah anjlok sempet sempet lu kepikiran nder,3,
2058225310886420555,2,0,2,0,137,2026-05-23,0,hjalmunawar,285,banyak indikator sedang terjadi rupiah merosot tajam luar kewajaran publikasi serentak artikel film mengkritik tajam pemerintah pemadaman listrik masal beberapa provinsi indikasi cyber attack graphite bomb,15,
2058225232041951658,1,0,3,1,52,2026-05-23,0,KRathalos97,94,alasan rupiah lemahkan media2 zionis barat nyenggol2 mulu,3,
2058224788238450760,0,0,0,0,6,2026-05-23,0,dianoztra,114,satwa liar gusur manusia gusur rupiah lemah korupsi lapangan kerja sulit capaian besar,-1,
2058224568981127283,0,0,0,0,44,2026-05-23,0,el1otside,59,rupiah lemah air mata lemah bangsatt,3,
2058224335350051137,0,0,0,0,12,2026-05-23,0,ryulcantik,89,persepsi rul lebih fluktuatif ketimbang rupiah anj kadang bayi kadang kenek angkot,1,
2058224126100419006,0,0,1,0,8,2026-05-23,0,titieyara,25,kira2 10jt rupiah,5,
2058224079837253754,0,0,3,0,258,2026-05-23,0,CatalystStrike,66,damn cebok pake rupiah,3,
2058223830863405503,0,0,0,0,12,2026-05-23,0,lee_minjenhyuck,88,emang bisaan banget lu memporak porandakan hati gwej sangat lemah bak rupiah,3,
2058223825213669782,0,0,0,0,2,2026-05-23,0,beenallll,44,jadi gini rasanya jadi rupiah,3,
2058223804636418451,0,1,0,0,70,2026-05-23,0,Rainn002,137,begini lah kalau belanja pake bath bukan rupiah kerasa banget kesenjangannya joongdunk racing champion lolfanfest2026d2,-1,
2058223756796112922,0,0,0,0,5,2026-05-23,0,another_em,42,tamparan sma nilai rupiah mauu,3,
2058223695932579908,0,0,0,0,64,2026-05-23,0,iminho_25,37,udah rupiah ka,3,
2058223153512603897,0,1,0,0,19,2026-05-23,0,pireflayer,77,aduh kalau gaperlu sih rupiah kyknya udah kuat bersanding,3,
2058222907013406979,0,0,0,0,4,2026-05-23,0,UKumalajaya,68,rupiah ihsg mencapai titik terendah sejarah nkri,-1,
2058222656743453112,0,0,0,0,6,2026-05-23,0,gunwookpacil,92,maksudnya tercapai kasus keracunan mbg kerusakan hutan turunnya harga rupiah pak,-1,
2058222578595152272,0,0,0,0,2,2026-05-23,0,uzumakemeng,33,rupiah anjlok contohnya,3,
2058222477424427025,0,0,0,0,11,2026-05-23,0,s_mulyatie,223,perajin manja dibilang pak kok rakyat desa terpengaruh melemahnya rupiah rupiah melemah perajin tahu semarang menjerit harga kedelai impor tembus rp per kilogram,1,
2058222415109566929,0,1,0,0,39,2026-05-23,0,KWijono,245,wartawan pak pemadaman massal merugikan ekonomi miliaran rupiah apa langkah konkretnya gibran ndak tahu kok tanya rumah pakai lilin lagian mungkin isi token listriknya aja,-1,
2058222379860635922,0,0,0,0,45,2026-05-23,0,Rzddanmati,119,gila kalau orang islam dosa jariahnya bertumpuk cuma buat beberapa ratus ribu rupiah doang,-1,
2058222158082629911,0,1,0,0,33,2026-05-23,0,xdijoo,116,iyaaa deng fans sana tajir royal 77jt mah kecil kali disana meringis liat rupiah,3,
2058221962674196633,0,1,0,0,17,2026-05-23,0,sungsbamb,36,hei rupiah lemah,3,
2058221942206070875,0,0,3,0,67,2026-05-23,0,cloversseo,57,rupiah banget liat seohao begini,3,
2058221864993083814,0,0,0,0,426,2026-05-23,0,arh_dhiw,82,sini kasih rupiah buat lu cebok uang koin yakk,5,
2058221861620924818,0,1,0,0,18,2026-05-23,0,losveds,48,setara berapa rupiah kalau tau,5,
2058221760932376972,0,1,0,0,8,2026-05-23,0,rozanovw,35,anjr espek rupiah,3,
2058221330441609715,0,0,0,0,6,2026-05-23,0,DindaTihera,209,emg kalau nikah jd penguasa dunia musnahin israel bikin rupiah menguat kasih 19jt lapangan pekerjaan memajukan endonesa apa gimana engga trs knp ngebet banget nyuruh nikah,0,
2058221124853579906,0,4,0,0,112,2026-05-23,0,dohnatur,58,buset dah pocong gamau kalah serem rupiah anjlok,3,
2058220656228192439,0,0,0,0,9,2026-05-23,0,yeppiihiyy,37,aku rupiah pertama,3,
2058220530512318752,0,0,4,0,317,2026-05-23,0,aaowdih,183,jossgawin peduli sama fansnya sampe akar akarnya mulai akomodasi ticketing curiga kalau tau rupiah melemah jossgawin overtake mode lolfanfest2026d2,9,
2058220366385066221,0,0,0,0,9,2026-05-23,0,mesatu_,91,emang nyungsep banget rupiah buat gajian dolar sih panen,-1,
2058220136033825216,0,1,0,0,7,2026-05-23,0,joshurabaya,22,rupiah,3,
2058220090429202455,0,1,0,0,13,2026-05-23,0,SummerOrigins,145,sameeee kalau diambil trus rupiah anjlok sedyh takut pypl tb2 ban butuh duitnya urgent banget so torn,2,
2058219952600227879,0,0,0,0,52,2026-05-23,0,konoobluesky,65,lovyu din cintaq padamu lebih quat rupiah,3,
2058219927937708147,0,0,0,0,12,2026-05-23,0,wherenesday,45,apasiih oscar defensenya lemah banget kek rupiah,3,
2058219774711349613,0,0,0,0,18,2026-05-23,0,purwaekas,43,rupiah lemes mbak liatnya,3,
2058219503511880152,0,0,0,0,14,2026-05-23,0,xwy6arka,122,i think buzzer udah jadi diantara homophobic dah jadi kesorot isu kopdes rupiah melemah sejenisnya,-1,
2058219343914438668,0,0,0,0,20,2026-05-23,0,shiningdobbyy,105,allyz beneran kreatip banget mahadahsyat king sekarang rupiah banget jokesnya beneran new banget,3,
2058219237450322081,0,0,0,0,3,2026-05-23,0,saflyies,79,kalau ditahan allah rasanya kayak rupiah alias mencekikkk bangett,3,
2058219119510794284,0,0,0,0,12,2026-05-23,0,FrasetiaHe81082,278,purbaya tegaskan rupiah melemah bukan krisis menteri keuangan purbaya yudhi sadewa menegaskan pelemahan rupiah hingga menembus rp17 per dollar as sama kondisi krisis moneter rupiah ekonomiindonesia ihsg purbaya dollaras,0,
2058219097683624016,0,0,2,0,920,2026-05-23,0,joyliearejoy,193,ibaratnya masa datang fillm sejarah ceritain nilai rupiah indo tahun stabil sangat baik pernah anjlok lu jg ngamuk bakal bikin petisi buat down,-1,
2058218739783635403,0,0,0,0,7,2026-05-23,0,willowplum,39,udah dikubur bersama rupiah,3,
2058218582769893581,0,2,6,0,30,2026-05-23,0,Rahmah0845,422,kebijakannya sukses membuat ekonomi nyungsep rupiah ihsg ambruk rakyat bodoh mau pilih,10,
2058218241831653762,0,0,1,0,207,2026-05-23,0,SuporterCampaig,302,melihat data dxy terlihat datar cenderung turun power full bisanya rupiah down sangat anomali bahkan tekanan manipulasi membuat harga rupiah terus melemah baik or pihak luar mengatakan pihak luar,1,
2058217664712253790,0,0,0,0,29,2026-05-23,0,chaosinwards,65,langsung bersemangat mengais lembar rupiah lemah jir,3,
2058217613885661499,0,0,0,0,3,2026-05-23,0,Snowppieas,58,giliran minat membaca tinggi malah rupiah rendah,-1,
2058217296854995096,0,1,0,0,15,2026-05-23,0,ratu061112,197,disaat rupiah melemah lu malah jijik jijik in sarkas an orang hidup bawa enjoy kali apa lu stres gara gara kerjaan ni kak semoga makin panas y,3,
2058217139904155881,0,1,0,0,15,2026-05-23,0,ade_lya92,124,alias kaga nyambung 10jt won bulan gaji 150jt rupiah gaji bertahun2 jauuuhhh beda,5,
2058216863734370626,0,0,0,0,3,2026-05-23,0,ziyach_ang,61,juwet dollar kalau rupiah arah,5,
2058216754648953062,0,0,0,0,12,2026-05-23,0,liminoverse,135,wkwkwkwkwk emang semua khayalan semata bjirrr kan pasiennya semua nyata cm rupiah melemah aje,-1,
2058216643910857193,0,0,0,0,78,2026-05-23,0,filmjeonwonwoo,175,andai jaehyun jadi gula aku semutnya cegil mentok cegil jaehyun duh kak jangan senyum manis manis gini dong aku lemah kayak rupiah soalnya,3,
2058216635232923659,0,1,0,0,21,2026-05-23,0,kqfhime,280,kaka cantik mau apa kak martabak aku beliin kak kakak mau aku loncat monas oke kak aku otw monas asal kakak cantikku bahagia kakak mau aku hancurin dunia kak besok aku telpon thanos kakak mau aku turunin rupiah biar jalan jalan keliling dunia,3,
2058216550067548463,0,1,0,0,27,2026-05-23,0,ade_lya92,291,nah gini2 mksdku dulu aku pernah komen ttg haji disana 15jt won cmiiw uda haji fasilitas vip enak muslimin disana nabung bentar uda haji disengak sama org sini 15jt won tuh yaa sama 150jt rupiah disini 150jt jg oke,3,
2058216336405467447,0,0,1,0,16,2026-05-23,0,necrosamus,161,iyakan she also denied the fact that dollar pernah dibawah rupiah jaman habibie this woman is teaching me economics hello,-1,
2058216301869588673,0,0,0,0,6,2026-05-23,0,minslurp,202,kmrn pas manager visit indo meeting bahas something menyebutkan jumlah dlm rupiah and she was like i hope i get that right cz there s so many zeros lmaoooo i m so fucking embarrassed,3,
2058216243673669775,0,0,1,0,9,2026-05-23,0,vnseptiaaptr,27,poor rupiah,3,
2058216147217264977,0,1,0,0,15,2026-05-23,0,_hikuuuuuun,183,i mea cb dipikir2 deh berita2 semua keluar pas semua chaos harga rupiah berantakan demo guru bahkan hampir ketutup cb diinget demo tahun lalu bahkan hampir redup,-1,
2058215810385256759,0,0,1,0,45,2026-05-23,0,tattotribal22,140,mengakibatkan bencana pulau sumatra sama terjadi papua penggundulan hutan rupiah sangat melemah,0,
2058215722061594909,0,6,1,0,30,2026-05-23,0,Kavvaijo,160,rupiah memang melemah titik tertinggi bukan mencerminkan gdb buruk dollar amerika terus rally tahun tahun ko bisaa,1,
2058215587067855014,0,0,0,0,3,2026-05-23,0,naegazas,55,keliatan murah rupiah lemah sih,-1,
2058215307127492935,0,0,0,0,8,2026-05-23,0,Kavvaijo,277,sekali kali bikin twitt tntg ekonomi birahi mulu yekan sengaja bikin disni karna baca kenal gada pertanyaan rupiah menjadi titik terlemah sepanjang sejarah mencerminkan ekonomi indonesia sedang buruk neraca perdagangan minus,0,
2058215240056332343,0,1,0,0,98,2026-05-23,1,theonly_aciesty,73,tingmeen mania lemah banget kaya rupiah karna asupan pusat,-1,
2058214942210445521,0,0,0,0,77,2026-05-23,0,txtdhir,49,efek rupiah menurun tuh kyk gini,-1,
2058214914863604189,0,1,0,0,88,2026-05-23,0,shinjaenid,187,konon katanya klu sadri aca blum balikan sebulan lebih nilai rupiah turun pls my parents jangan ber wkwkwkwkkww knppp siihhh mood banget,2,
2058214483986952264,0,1,0,0,7,2026-05-23,0,thelifeofpudu,29,rupiah gwee duyy,3,
2058214374955946350,0,1,0,0,85,2026-05-23,0,Rainn002,116,jajannya pake rupiah bath gimana cobaa joongdunk racing champion lolfanfest2026d2,-1,
2058214129379479561,0,1,0,0,10,2026-05-23,0,zcarusfalls_,71,harganya kalau dijadiin rupiah lucu nasib wni,2,
2058213807525392618,0,1,0,0,40,2026-05-23,0,nedaikichi,106,lu mah enak euro usd lahhhh gwww rupiah usd mau jd gembel disana,3,
2058213803133927769,0,0,0,0,30,2026-05-23,0,gusyguys,74,hantuin wowok plis bjir ni rupiah lemah lu malah maen pocong pocongan,3,
2058213652973621657,0,0,0,0,7,2026-05-23,0,bungs666,122,kabar rupiah naik turun kok jadi kayak banyak kriminal djmana mana begal rampok penjahat perasaan ku sih,15,
2058213406830948487,0,0,0,0,5,2026-05-23,0,Partikellirs,66,dollar semakin me raja lela rupiah keok mulai mendidih,2,
2058213172885262630,0,0,0,0,27,2026-05-23,0,amarajakaha,151,makanya nilai yen menguat us dollar makin melemah dollar membanjiri pasaran jadilah kurs rupiah menguat pesat,-1,
2058213168300924962,0,1,0,0,32,2026-05-23,0,amarajakaha,276,banyak glorifikasi beliau entah dikarenakan melalui roman film ataupun keberhasilan menurunkan kurs rupiah upnormal padahal pak kaitan dg faktor eksternal massa bank central jepang melepas us bond miliki amerika,10,
2058213113409970342,0,1,0,0,13,2026-05-23,0,regentalaric,68,nganu kegiatan dewasa melihat fluktuatif nilai rupiah,1,
2058212922661454091,0,2,0,0,12,2026-05-23,0,ddanheeng,35,gara2 rupiah melemah ni,3,
2058212807276114213,0,0,0,0,1,2026-05-23,0,tvrijateng,113,bahkan kenaikan barang tersebut mencapai hingga juta rupiah rupiahmelemah elektronik blora tvrijawatengah,-1,
2058212805158060407,0,1,0,0,4,2026-05-23,0,tvrijateng,197,rupiah melemah harga elektronik naik jatengterkini mei melemahnya nilai tukar rupiah dolar membuat harga sejumlah barang elektronik mengalami kenaikan,1,
2058212736606392786,0,0,0,0,75,2026-05-23,0,tiwaytekeliway,265,baca berita kondisi indonesia akhir akhir sangat mengkhawatirkan munculnya terror pocong rupiah melemah kebakaran diaceh mati listrik total sumatera stay safe buat semuanya semoga selalu lindungi tuhan yme aamiin,0,
2058212689051275749,0,0,9,0,294,2026-05-23,0,Saber13247,105,faktanya tissu kotak harganya lebih ribu jd mahalan mana tisu sama rupiah,2,
2058212610810790315,0,0,1,0,189,2026-05-23,0,XiPuting,97,tren jangka panjang rupiah emang melemah thdp dollar tinggal masalah kapan aja,1,
2058212550391800210,0,0,0,0,35,2026-05-23,0,dwioktanugroho,247,arsenal juara liga mangsa ketiga suwe el nino rupiah anjlok harga bahan naik kasus ninja vs santet jatim arsenal juara liga mangsa ketiga suwe el nino rupiah anjlok harga bahan naik kasus pocong jatim sejarah selalu berulang,3,
2058212518267605498,0,0,0,0,8,2026-05-23,0,s4lssss,24,apa rupiah hampir 18rb,5,
2058212454560375068,0,0,0,0,22,2026-05-23,0,yizhuocning,60,tmi hari sangat lemah rupiah hikd,3,
2058212167196062189,0,0,1,0,13,2026-05-23,0,ignnele,28,capai rupiah angka,3,
2058212110543593801,0,0,0,0,40,2026-05-23,0,eomseanel,50,juannnn senggol terus rupiah yan,3,
2058212047599661114,0,0,0,0,6,2026-05-23,0,mewasvsOo,138,sama sama kk mon teruslah berkarya kk mon walaupun wni rupiah sedang naik turun kayak tipes lovyutu kk mon,-1,
2058211933426520146,0,0,1,0,104,2026-05-23,0,emyosh_11,47,pake nanyaaaaa jelas kek rupiah lah,18,
2058211729369379010,0,0,0,0,17,2026-05-23,0,yourfvj,38,pejuang rupiah lemah,3,
2058211672117137466,0,0,0,0,18,2026-05-23,0,aansugara158351,216,semoga harga sawit naik krna berita utk sawit trun rata2 rupiah pemerintah tanggung jawab utk menaikkan harga jual tbs tingkat petani semula kg,1,
2058211473223205233,0,0,0,0,198,2026-05-23,0,chemskey,102,kalo gini lemah kek rupiah bang jossgawin overtake mode lolfanfest2026d2,3,
2058211465627410915,0,0,0,0,12,2026-05-23,0,lutfiahkd,230,lebih gampang cewe indo cowo bule cowo sbg provider mata uang jg lebih kuat wkw disini setengah mati cowo indo berjuang pake rupiah cowo umr amerika disini setara 50jt umr indo cuman,-1,
2058211446643884059,0,0,0,0,11,2026-05-23,0,MARKCCHIATOS,66,lagu 100rb khusus km rupiah,3,
2058211275344363774,0,1,0,0,21,2026-05-23,0,ddeomsean,117,hhhh gimana rupiah mau turun kl masi si lantam,3,
2058211128275329047,0,2,9,0,264,2026-05-23,0,LadyDLovelace,33,rupiah melemah kamu jangan yaa,3,
2058211122084524319,0,0,1,0,389,2026-05-23,0,rrrrnur100000,50,lebih mahal tisu rupiah,-1,
2058211074089123865,0,0,0,0,32,2026-05-23,0,_es_ceeendol,122,ga salah sih contohnya kan rupiah terlemah bencana besar berbulan bulan recovery salah satu pulau terbesar blackout,0,
2058210995491971158,0,0,1,0,59,2026-05-23,0,monekgaji,45,rupiah melemah lu mikir begini hadeeeeh,3,
2058210818609856785,0,0,0,0,70,2026-05-23,0,taenmjn,35,paypal rupiah gk,5,
2058210493085651211,0,0,0,0,43,2026-05-23,0,eveleehan,55,meme paling horor t meme soal rupiah anjlok,3,
2058210474613940711,0,0,0,0,136,2026-05-23,0,scuder1na,17,keselek in rupiah,3,
2058209554064961833,0,0,0,0,12,2026-05-23,0,exshotty,27,kalau rupiah melunjak,3,
2058209129328771168,0,0,0,0,46,2026-05-23,0,pzjjjxmh,46,rupiah banget ngeliat taeyong sama haechan,3,
2058208728319705596,0,0,0,0,25,2026-05-23,0,Rizkihadi,77,awal tahun ngemeng begini mulu orang buktinya nyungsep mulu rupiah,1,
2058208337729319334,0,0,0,0,3,2026-05-23,0,rantyedam,49,rupiah udah melemah ketikan lu jgn kayak org make,3,
2058207818151534757,0,0,0,0,18,2026-05-23,0,CUKONG_inCRYPTO,243,rupiah mau didorong moody s s p mulai warning phk naik obligasi malah diborong asing indonesia sekarang masuk fase macro ekonomi sangat menarik indonesia rupiah ekonomi prabowo crypto,0,
2058207789433119171,0,0,0,0,8,2026-05-23,0,oursalliy,63,rupiah udah mau 18k u msh mempermasalahkan receh begini,5,
2058207638899548588,0,1,1,0,62,2026-05-23,0,fbunagi,32,pingin dapet duit juta rupiah,5,
2058207492270956670,0,2,5,0,205,2026-05-23,0,coffelatteneo,37,rupiah makin lemah kuat birahi,3,
2058207275559596036,1,0,3,0,96,2026-05-23,0,nattwtij,113,celana lu makin melorot kek rupiah jossgawin overtake mode lolfanfest2026d2,3,
2058207073301922209,0,1,0,0,16,2026-05-23,0,KokoCatLight,93,ig negara norak emg pantas d pimpin pelanggar ham rupiah rb saham jebol,3,
2058206896272908556,0,0,0,0,49,2026-05-23,0,02sthings,193,bajingan banget gara2 berita begal n pocong jadi2an isu rupiah anjlok pidato prabowo bkin ihsg turun pokoknya isu jelek pemerintah jadi ketutup jirr beneran jadi pengalihan isu,-1,
2058206176479994281,0,0,1,1,36,2026-05-23,0,yiyizhuoo,88,knp tengah kejorokan rupiah menurun fak,3,
2058206115025092719,0,0,0,0,160,2026-05-23,1,natshels,265,ga payout x buat side income banyak kok side job buat kamu dapetin income social media contohnya affiliate produk digital platformnya shopee lynk id serius kamu start modal rupiah,-1,
2058206108926550068,0,1,0,0,8,2026-05-23,0,SayurAsem,150,ihsg turun nilai tukar rupiah semakin tertekan mbg membebani keuangan negara mas pur terlihat lelah rapuh,1,
